;loss;accuracy;val_loss;val_accuracy;time
0;3889620.75;0.26531240344047546;74537.96875;0.3310849666595459;3747.2181475162506
1;5.671187400817871;0.37654611468315125;1.6551882028579712;0.4476862847805023;7466.645300388336
2;174.65853881835938;0.45894554257392883;3.5518321990966797;0.4680784344673157;11197.736254930496
3;77309.140625;0.48225417733192444;1.550838828086853;0.49479737877845764;14939.220318078995
4;2352.723388671875;0.4897545278072357;1.4950670003890991;0.5145620703697205;18556.660267353058
5;1.6293184757232666;0.5250835418701172;1.463325023651123;0.5298300385475159;21763.800735473633
6;2.227363348007202;0.551819920539856;1.437483787536621;0.5386143922805786;24971.64660358429
7;2.320744276046753;0.5756862759590149;1.4161169528961182;0.5518431663513184;28183.080288887024
8;126830.7890625;0.5856557488441467;4.188361287398746e+19;0.5378823280334473;31392.948656082153
9;185.6466827392578;0.5893681645393372;2.2442238330841064;0.5718692541122437;34596.29890036583
