;loss;accuracy;val_loss;val_accuracy;time
0;278055.28125;0.3278745114803314;1.2132927179336548;0.44109803438186646;1202.2194473743439
1;1.4219011068344116;0.4618736505508423;1.139415979385376;0.4923921525478363;2394.1133301258087
2;31504.09765625;0.5163573026657104;1.105820655822754;0.5269019603729248;3581.04229927063
3;1.0101406574249268;0.5739085078239441;1.0839401483535767;0.5523137450218201;4764.769680976868
4;0.9371832609176636;0.6264052391052246;0.8989965319633484;0.6436078548431396;5955.9341077804565
5;0.7581222653388977;0.6962440013885498;0.8011758327484131;0.690666675567627;7140.536058664322
6;0.6762444972991943;0.73847496509552;0.7788588404655457;0.7209411859512329;8328.553786039352
7;0.5939165949821472;0.7797472476959229;0.7380985021591187;0.74541175365448;9520.1440782547
8;666630.4375;0.7840348482131958;0.7031434774398804;0.7436862587928772;10707.561688899994
9;0.5121511816978455;0.8174117803573608;0.7276314496994019;0.7477647066116333;11892.937165498734
