;loss;accuracy;val_loss;val_accuracy;time
0;6687085056.0;0.38193607330322266;;0.29411765933036804;1092.711680173874
1;1187478372352.0;0.4748932421207428;1.0665013790130615;0.5433725714683533;2239.074378967285
2;1.320836067199707;0.5977516174316406;0.9180729389190674;0.6208627223968506;3320.773243188858
3;5227681792.0;0.6491503119468689;0.8941831588745117;0.6401568651199341;4371.052138805389
4;0.8840863108634949;0.6833986639976501;0.8578492403030396;0.6550588011741638;5416.551061153412
5;0.7737337350845337;0.6968714594841003;0.8510841727256775;0.6683921813964844;6494.473163366318
6;1.5509986877441406;0.7336819171905518;0.8364015817642212;0.683607816696167;7813.610547065735
7;0.6452208757400513;0.7528889179229736;0.8382030725479126;0.6760784387588501;9240.833101987839
8;0.6104269027709961;0.7728627324104309;0.8285949230194092;0.6884706020355225;10577.51284980774
9;0.575863778591156;0.7884269952774048;0.8020471334457397;0.7101176381111145;11867.205412626266
