;loss;accuracy;val_loss;val_accuracy;time
0;4.139690399169922;0.2126849740743637;45.60334777832031;0.2989281117916107;4035.43758225441
1;31051933696.0;0.30716049671173096;1.8750523328781128;0.35498037934303284;7763.776393175125
2;5946009.0;0.3625156283378601;1.7882121801376343;0.38290196657180786;11458.882580757141
3;1.7341817617416382;0.4009818434715271;1.7192853689193726;0.4156339764595032;15188.618587255478
4;1.6585954427719116;0.43398112058639526;1.6859183311462402;0.43743792176246643;18919.17929315567
5;1.5777686834335327;0.4628612995147705;1.6675878763198853;0.4609150290489197;22652.947734594345
6;1.5114957094192505;0.491997092962265;1.6228644847869873;0.4855424761772156;26387.906697273254
7;1.431735873222351;0.5273725390434265;1.5632315874099731;0.5172810554504395;30121.043016195297
8;1.3758004903793335;0.557519257068634;1.5396370887756348;0.5304052233695984;33851.823432683945
9;1.304753065109253;0.5847610831260681;1.4890397787094116;0.5490196347236633;37557.01327252388
